text,label
Warga mengeluhkan layanan surat pindah di mal pelayanan publik karena waktu tunggu terlalu lama.,Administrasi
Drainase di komplek perumahan bermasalah sehingga terjadi banjir sejak pagi.,Banjir
lampu jalan di dekat pasar rusak parah dan berpotensi menyebabkan kecelakaan.,Infrastruktur
trotoar di RW 03 rusak parah dan menyebabkan kemacetan.,Infrastruktur
Proses akta kelahiran di kantor desa mengalami gangguan. Mohon perbaikan pelayanan.,Administrasi
"Area dekat pasar rawan begal, terutama dini hari.",Keamanan
pencurian terjadi di dekat pasar dan membuat rawan tindakan kriminal.,Keamanan
Warga melaporkan keributan di area parkir yang rawan tindakan kriminal.,Keamanan
Jalan rusak di gang kecil sehingga menyebabkan kemacetan.,Infrastruktur
Jalan rusak di depan sekolah sehingga membuat warga kesulitan lewat.,Infrastruktur
tumpukan sampah menumpuk di RW 03 dan mengganggu warga.,Kebersihan
"Sistem layanan mal pelayanan publik untuk surat pindah tertunda, sehingga pelayanan menjadi terhambat.",Administrasi
Pengangkutan sampah di komplek perumahan meluap sehingga mengundang lalat.,Kebersihan
"Sering terjadi balap liar di perempatan pada akhir pekan, mohon patroli.",Keamanan
Pengangkutan sampah di sekitar puskesmas tidak terangkut sehingga mengganggu warga.,Kebersihan
"Mohon penanganan banjir di komplek perumahan, air setinggi 50 cm sejak sejak pagi.",Banjir
Warga mengeluhkan layanan akta kelahiran di kelurahan karena waktu tunggu terlalu lama.,Administrasi
Warga mengeluhkan marka jalan berlubang di dekat pasar. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
Mohon peningkatan keamanan di depan sekolah karena terjadi keributan.,Keamanan
Pengangkutan sampah di RW 03 berbau sehingga mengganggu aktivitas masyarakat.,Kebersihan
Warga mengeluhkan jalan lingkungan rusak parah di gang kecil. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
"Sering terjadi pencurian di dekat pasar pada akhir pekan, mohon patroli.",Keamanan
jalan di depan sekolah rusak dan menyebabkan kemacetan.,Infrastruktur
tumpukan sampah kotor di RW 03 dan menimbulkan bau menyengat.,Kebersihan
pengangkutan sampah meluap di RW 03 dan mengganggu warga.,Kebersihan
Banjir terjadi di sekitar puskesmas akibat selokan penuh sampah. Genangan mencapai 50 cm.,Banjir
"Antrian layanan surat domisili di kantor desa tidak jelas, informasi tidak jelas.",Administrasi
"Saat hujan deras, sekitar puskesmas tergenang hingga 20 cm karena hujan deras.",Banjir
"Warga melaporkan masalah kebersihan di depan sekolah, menimbulkan bau menyengat.",Kebersihan
"Mohon penanganan banjir di komplek perumahan, air setinggi 30 cm sejak 2 hari.",Banjir
Warga mengeluhkan jalan lingkungan ambrol di RW 03. Kondisi ini menyebabkan kemacetan.,Infrastruktur
Pengangkutan sampah di sekitar puskesmas penuh sehingga membuat lingkungan tidak nyaman.,Kebersihan
Proses surat pindah di kelurahan tertunda. Mohon perbaikan pelayanan.,Administrasi
"Mohon penanganan banjir di sekitar puskesmas, air setinggi 30 cm sejak 3 jam.",Banjir
pengangkutan sampah kotor di RW 03 dan mengganggu warga.,Kebersihan
Proses akta kelahiran di kelurahan tertunda. Mohon perbaikan pelayanan.,Administrasi
"Saat hujan deras, komplek perumahan tergenang hingga 10 cm karena selokan penuh sampah.",Banjir
Pengurusan surat pindah di kantor kecamatan tertunda sehingga pengajuan tertunda.,Administrasi
Warga mengeluhkan jalan tertutup material di RW 03. Kondisi ini menyebabkan kemacetan.,Infrastruktur
"Sering terjadi balap liar di dekat pasar pada akhir pekan, mohon patroli.",Keamanan
"Air meluap di sekitar puskesmas karena hujan deras, kondisi berlangsung sejak pagi.",Banjir
Pengangkutan sampah di dekat balai warga penuh sehingga membuat lingkungan tidak nyaman.,Kebersihan
TPS meluap di komplek perumahan dan mengganggu aktivitas masyarakat.,Kebersihan
TPS tidak terangkut di dekat pasar dan membuat lingkungan tidak nyaman.,Kebersihan
Pengangkutan sampah di sekitar puskesmas menumpuk sehingga menimbulkan bau menyengat.,Kebersihan
"Kondisi sampah di dekat balai warga kotor, menimbulkan bau menyengat.",Kebersihan
"Kondisi selokan di depan sekolah kotor, membuat lingkungan tidak nyaman.",Kebersihan
Warga mengeluhkan marka jalan rusak di jalan menuju halte. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
"Saat hujan deras, RW 03 tergenang hingga 10 cm karena sungai meluap.",Banjir
Proses surat domisili di loket pelayanan tertunda. Mohon perbaikan pelayanan.,Administrasi
"Area depan sekolah rawan keributan, terutama akhir pekan.",Keamanan
Warga mengeluhkan jalan lingkungan tertutup material di perempatan. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
"Antrian layanan KK di kelurahan mengalami gangguan, waktu tunggu terlalu lama.",Administrasi
Banjir terjadi di perempatan akibat hujan deras. Genangan mencapai 30 cm.,Banjir
"Mohon perbaikan jalan yang retak dan tidak rata di perempatan, karena membahayakan pengendara.",Infrastruktur
Drainase di RW 05 bermasalah sehingga terjadi banjir 2 hari.,Banjir
"Mohon penanganan banjir di RW 05, air setinggi 30 cm sejak 1 jam.",Banjir
Mohon peningkatan keamanan di dekat pasar karena terjadi keributan.,Keamanan
"Sistem layanan kantor kecamatan untuk KK tertunda, sehingga warga harus bolak-balik.",Administrasi
Warga mengeluhkan lampu jalan ambrol di perempatan. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
Warga melaporkan begal di perempatan yang membahayakan pengguna jalan.,Keamanan
Warga mengeluhkan layanan KK di kantor kecamatan karena pelayanan menjadi terhambat.,Administrasi
"Sudah beberapa hari jalan di jalan menuju halte ambrol, berpotensi menyebabkan kecelakaan.",Infrastruktur
pencurian terjadi di jalan utama dan membuat warga merasa tidak aman.,Keamanan
Jalan ambrol di jalan utama sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
"Mohon penanganan banjir di dekat pasar, air setinggi 20 cm sejak 3 jam.",Banjir
"Kondisi pengangkutan sampah di dekat pasar meluap, menimbulkan bau menyengat.",Kebersihan
Warga melaporkan parkir liar di area parkir yang rawan tindakan kriminal.,Keamanan
jalan di perempatan rusak parah dan menyebabkan kemacetan.,Infrastruktur
Pengangkutan sampah di sekitar puskesmas tidak terangkut sehingga mengundang lalat.,Kebersihan
Mohon petugas menangani selokan di dekat balai warga karena mengganggu aktivitas masyarakat.,Kebersihan
Banjir terjadi di RW 05 akibat sungai meluap. Genangan mencapai 10 cm.,Banjir
Pengurusan surat pindah di loket pelayanan tertunda sehingga pelayanan menjadi terhambat.,Administrasi
"Sering terjadi parkir liar di perempatan pada dini hari, mohon patroli.",Keamanan
"Sudah beberapa hari trotoar di gang kecil ambrol, membuat warga kesulitan lewat.",Infrastruktur
Warga melaporkan vandalisme di RW 05 yang warga merasa tidak aman.,Keamanan
Jalan ambrol di gang kecil sehingga membahayakan pengendara.,Infrastruktur
"Kondisi TPS di RW 03 berbau, membuat lingkungan tidak nyaman.",Kebersihan
tumpukan sampah kotor di sekitar puskesmas dan mengganggu warga.,Kebersihan
"Sering terjadi balap liar di depan sekolah pada dini hari, mohon patroli.",Keamanan
"Sudah beberapa hari marka jalan di depan sekolah rusak parah, membuat warga kesulitan lewat.",Infrastruktur
Jalan berlubang di jalan menuju halte sehingga mengganggu aktivitas warga.,Infrastruktur
"Mohon perbaikan jalan lingkungan yang rusak di perempatan, karena menyebabkan kemacetan.",Infrastruktur
Proses KK di kelurahan tertunda. Mohon perbaikan pelayanan.,Administrasi
Banjir terjadi di RW 05 akibat gorong-gorong tersumbat. Genangan mencapai 20 cm.,Banjir
Pengurusan KK di kantor kecamatan tidak jelas sehingga pengajuan tertunda.,Administrasi
keributan terjadi di RW 03 dan membuat membahayakan pengguna jalan.,Keamanan
"Warga melaporkan masalah kebersihan di RW 03, mengganggu aktivitas masyarakat.",Kebersihan
Warga melaporkan pencurian di perempatan yang warga merasa tidak aman.,Keamanan
Pengurusan KTP di kantor desa tidak jelas sehingga waktu tunggu terlalu lama.,Administrasi
"Mohon penanganan banjir di sekitar puskesmas, air setinggi 10 cm sejak 1 jam.",Banjir
"Kondisi sampah di komplek perumahan kotor, menimbulkan bau menyengat.",Kebersihan
TPS tidak terangkut di sekitar puskesmas dan menimbulkan bau menyengat.,Kebersihan
Pengangkutan sampah di dekat balai warga berbau sehingga mengganggu aktivitas masyarakat.,Kebersihan
"Antrian layanan surat pindah di kantor desa mengalami gangguan, pengajuan tertunda.",Administrasi
Pengurusan surat domisili di kantor kecamatan tertunda sehingga warga harus bolak-balik.,Administrasi
Warga melaporkan keributan di jalan utama yang membahayakan pengguna jalan.,Keamanan
Pengangkutan sampah di dekat balai warga kotor sehingga mengganggu aktivitas masyarakat.,Kebersihan
Mohon peningkatan keamanan di perempatan karena terjadi balap liar.,Keamanan
"Sistem layanan kantor desa untuk surat pindah tertunda, sehingga waktu tunggu terlalu lama.",Administrasi
"Warga melaporkan masalah kebersihan di sekitar puskesmas, menimbulkan bau menyengat.",Kebersihan
Pengurusan akta kelahiran di kelurahan terlalu lama sehingga pelayanan menjadi terhambat.,Administrasi
Warga mengeluhkan layanan surat pindah di kantor kecamatan karena waktu tunggu terlalu lama.,Administrasi
begal terjadi di depan sekolah dan membuat mengganggu ketertiban.,Keamanan
Drainase di perempatan bermasalah sehingga terjadi banjir 3 jam.,Banjir
Pengurusan KTP di loket pelayanan tidak jelas sehingga pengajuan tertunda.,Administrasi
"Mohon penanganan banjir di RW 03, air setinggi 10 cm sejak sejak hujan deras.",Banjir
"Antrian layanan surat pindah di kantor desa tidak jelas, pelayanan menjadi terhambat.",Administrasi
Jalan tertutup material di depan sekolah sehingga mengganggu aktivitas warga.,Infrastruktur
Banjir terjadi di RW 03 akibat gorong-gorong tersumbat. Genangan mencapai 20 cm.,Banjir
"Area depan sekolah rawan keributan, terutama dini hari.",Keamanan
trotoar di RW 05 retak dan tidak rata dan menyebabkan kemacetan.,Infrastruktur
"Air meluap di perempatan karena gorong-gorong tersumbat, kondisi berlangsung 1 jam.",Banjir
"Air meluap di perempatan karena selokan penuh sampah, kondisi berlangsung sejak pagi.",Banjir
"Air meluap di RW 05 karena drainase tersumbat, kondisi berlangsung 1 jam.",Banjir
Drainase di sekitar puskesmas bermasalah sehingga terjadi banjir sejak hujan deras.,Banjir
selokan menumpuk di sekitar puskesmas dan mengganggu aktivitas masyarakat.,Kebersihan
"Warga melaporkan masalah kebersihan di sekitar puskesmas, membuat lingkungan tidak nyaman.",Kebersihan
Warga mengeluhkan trotoar retak dan tidak rata di dekat pasar. Kondisi ini menyebabkan kemacetan.,Infrastruktur
begal terjadi di RW 03 dan membuat membahayakan pengguna jalan.,Keamanan
Drainase di perempatan bermasalah sehingga terjadi banjir sejak hujan deras.,Banjir
Jalan rusak parah di RW 03 sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
jembatan di perempatan rusak dan menyebabkan kemacetan.,Infrastruktur
"Mohon perbaikan lampu jalan yang rusak di jalan utama, karena mengganggu aktivitas warga.",Infrastruktur
TPS kotor di komplek perumahan dan mengundang lalat.,Kebersihan
tumpukan sampah menumpuk di dekat balai warga dan mengundang lalat.,Kebersihan
pengangkutan sampah penuh di depan sekolah dan mengganggu aktivitas masyarakat.,Kebersihan
"Mohon penanganan banjir di RW 03, air setinggi 40 cm sejak 3 jam.",Banjir
"Mohon perbaikan trotoar yang ambrol di RW 03, karena menyebabkan kemacetan.",Infrastruktur
Warga mengeluhkan jembatan berlubang di perempatan. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
"Sistem layanan mal pelayanan publik untuk surat pindah lambat, sehingga pengajuan tertunda.",Administrasi
pengangkutan sampah kotor di komplek perumahan dan mengganggu warga.,Kebersihan
Mohon peningkatan keamanan di RW 05 karena terjadi balap liar.,Keamanan
"Kondisi tumpukan sampah di dekat pasar meluap, membuat lingkungan tidak nyaman.",Kebersihan
Banjir terjadi di perempatan akibat drainase tersumbat. Genangan mencapai 40 cm.,Banjir
Warga mengeluhkan layanan KK di mal pelayanan publik karena waktu tunggu terlalu lama.,Administrasi
"Mohon penanganan banjir di dekat pasar, air setinggi 50 cm sejak sejak hujan deras.",Banjir
"Sudah beberapa hari lampu jalan di RW 05 berlubang, menyebabkan kemacetan.",Infrastruktur
"Warga melaporkan masalah kebersihan di dekat pasar, mengganggu warga.",Kebersihan
Proses KTP di loket pelayanan lambat. Mohon perbaikan pelayanan.,Administrasi
Warga mengeluhkan layanan KTP di kantor kecamatan karena pengajuan tertunda.,Administrasi
"Sistem layanan kantor kecamatan untuk akta kelahiran tidak jelas, sehingga waktu tunggu terlalu lama.",Administrasi
Pengurusan akta kelahiran di kantor kecamatan terlalu lama sehingga pelayanan menjadi terhambat.,Administrasi
Drainase di sekitar puskesmas bermasalah sehingga terjadi banjir 1 jam.,Banjir
Warga mengeluhkan lampu jalan tertutup material di RW 03. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
tumpukan sampah menumpuk di RW 03 dan mengganggu aktivitas masyarakat.,Kebersihan
tumpukan sampah kotor di komplek perumahan dan mengganggu warga.,Kebersihan
Warga mengeluhkan layanan surat domisili di kantor desa karena waktu tunggu terlalu lama.,Administrasi
Pengangkutan sampah di dekat balai warga kotor sehingga mengundang lalat.,Kebersihan
"Saat hujan deras, sekitar puskesmas tergenang hingga 50 cm karena selokan penuh sampah.",Banjir
keributan terjadi di jalan utama dan membuat warga merasa tidak aman.,Keamanan
"Sering terjadi balap liar di area parkir pada malam hari, mohon patroli.",Keamanan
"Area RW 05 rawan keributan, terutama dini hari.",Keamanan
"Air meluap di sekitar puskesmas karena sungai meluap, kondisi berlangsung 3 jam.",Banjir
"Sistem layanan kelurahan untuk akta kelahiran mengalami gangguan, sehingga pengajuan tertunda.",Administrasi
Warga mengeluhkan layanan surat domisili di kantor kecamatan karena informasi tidak jelas.,Administrasi
Warga mengeluhkan layanan surat pindah di loket pelayanan karena warga harus bolak-balik.,Administrasi
Warga melaporkan pencurian di RW 05 yang mengganggu ketertiban.,Keamanan
"Antrian layanan akta kelahiran di kantor kecamatan mengalami gangguan, pengajuan tertunda.",Administrasi
"Warga melaporkan masalah kebersihan di dekat balai warga, mengganggu warga.",Kebersihan
Mohon peningkatan keamanan di jalan utama karena terjadi begal.,Keamanan
Warga mengeluhkan layanan surat pindah di kantor kecamatan karena pelayanan menjadi terhambat.,Administrasi
"Area perempatan rawan keributan, terutama malam hari.",Keamanan
Banjir terjadi di sekitar puskesmas akibat sungai meluap. Genangan mencapai 40 cm.,Banjir
"Area perempatan rawan pencurian, terutama akhir pekan.",Keamanan
Mohon petugas menangani selokan di komplek perumahan karena mengganggu aktivitas masyarakat.,Kebersihan
"Warga melaporkan masalah kebersihan di komplek perumahan, mengundang lalat.",Kebersihan
"Mohon perbaikan jalan yang berlubang di depan sekolah, karena membuat warga kesulitan lewat.",Infrastruktur
"Sudah beberapa hari jalan lingkungan di jalan menuju halte ambrol, menyebabkan kemacetan.",Infrastruktur
"Sistem layanan mal pelayanan publik untuk surat pindah tidak jelas, sehingga pengajuan tertunda.",Administrasi
Warga mengeluhkan layanan KK di kelurahan karena informasi tidak jelas.,Administrasi
Drainase di dekat pasar bermasalah sehingga terjadi banjir 1 jam.,Banjir
begal terjadi di RW 03 dan membuat rawan tindakan kriminal.,Keamanan
"Mohon perbaikan jalan yang rusak parah di jalan menuju halte, karena mengganggu aktivitas warga.",Infrastruktur
"Warga melaporkan masalah kebersihan di komplek perumahan, menimbulkan bau menyengat.",Kebersihan
"Sistem layanan mal pelayanan publik untuk KTP mengalami gangguan, sehingga pelayanan menjadi terhambat.",Administrasi
"Kondisi pengangkutan sampah di sekitar puskesmas tidak terangkut, mengundang lalat.",Kebersihan
"Antrian layanan surat domisili di kantor desa tidak jelas, waktu tunggu terlalu lama.",Administrasi
"Kondisi selokan di depan sekolah meluap, mengundang lalat.",Kebersihan
Mohon petugas menangani pengangkutan sampah di dekat balai warga karena mengganggu warga.,Kebersihan
Proses surat domisili di loket pelayanan tidak jelas. Mohon perbaikan pelayanan.,Administrasi
"Antrian layanan KTP di kantor kecamatan lambat, pengajuan tertunda.",Administrasi
"Mohon penanganan banjir di komplek perumahan, air setinggi 40 cm sejak 1 jam.",Banjir
"Kondisi tumpukan sampah di RW 05 berbau, mengganggu aktivitas masyarakat.",Kebersihan
"Mohon penanganan banjir di dekat pasar, air setinggi 20 cm sejak 2 hari.",Banjir
Pengurusan surat domisili di loket pelayanan tertunda sehingga warga harus bolak-balik.,Administrasi
"Saat hujan deras, komplek perumahan tergenang hingga 50 cm karena selokan penuh sampah.",Banjir
Warga melaporkan balap liar di jalan utama yang rawan tindakan kriminal.,Keamanan
"Sistem layanan kelurahan untuk akta kelahiran lambat, sehingga informasi tidak jelas.",Administrasi
Proses KTP di kelurahan terlalu lama. Mohon perbaikan pelayanan.,Administrasi
parkir liar terjadi di dekat pasar dan membuat mengganggu ketertiban.,Keamanan
"Sering terjadi begal di jalan utama pada dini hari, mohon patroli.",Keamanan
"Area depan sekolah rawan begal, terutama dini hari.",Keamanan
"Saat hujan deras, komplek perumahan tergenang hingga 40 cm karena sungai meluap.",Banjir
Pengurusan KTP di kelurahan tertunda sehingga warga harus bolak-balik.,Administrasi
"Area depan sekolah rawan balap liar, terutama dini hari.",Keamanan
Pengangkutan sampah di RW 05 berbau sehingga mengundang lalat.,Kebersihan
"Kondisi selokan di komplek perumahan menumpuk, menimbulkan bau menyengat.",Kebersihan
marka jalan di gang kecil ambrol dan membahayakan pengendara.,Infrastruktur
Proses KK di kantor kecamatan tertunda. Mohon perbaikan pelayanan.,Administrasi
jalan lingkungan di gang kecil berlubang dan berpotensi menyebabkan kecelakaan.,Infrastruktur
jembatan di RW 05 berlubang dan membuat warga kesulitan lewat.,Infrastruktur
"Warga melaporkan masalah kebersihan di RW 05, mengganggu warga.",Kebersihan
"Air meluap di RW 05 karena selokan penuh sampah, kondisi berlangsung 3 jam.",Banjir
"Antrian layanan surat domisili di kantor desa mengalami gangguan, informasi tidak jelas.",Administrasi
Warga mengeluhkan trotoar tertutup material di RW 03. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
Warga mengeluhkan layanan akta kelahiran di kelurahan karena pelayanan menjadi terhambat.,Administrasi
Banjir terjadi di komplek perumahan akibat gorong-gorong tersumbat. Genangan mencapai 40 cm.,Banjir
Mohon peningkatan keamanan di RW 03 karena terjadi keributan.,Keamanan
Mohon petugas menangani tumpukan sampah di RW 05 karena mengganggu aktivitas masyarakat.,Kebersihan
Warga mengeluhkan layanan akta kelahiran di kantor desa karena pelayanan menjadi terhambat.,Administrasi
Banjir terjadi di perempatan akibat sungai meluap. Genangan mencapai 10 cm.,Banjir
Proses surat pindah di kantor kecamatan tidak jelas. Mohon perbaikan pelayanan.,Administrasi
selokan meluap di dekat pasar dan mengganggu aktivitas masyarakat.,Kebersihan
jembatan di jalan utama retak dan tidak rata dan mengganggu aktivitas warga.,Infrastruktur
Jalan tertutup material di perempatan sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
Warga melaporkan balap liar di dekat pasar yang rawan tindakan kriminal.,Keamanan
"Area RW 03 rawan balap liar, terutama akhir pekan.",Keamanan
"Sering terjadi keributan di perempatan pada malam hari, mohon patroli.",Keamanan
"Warga melaporkan masalah kebersihan di komplek perumahan, membuat lingkungan tidak nyaman.",Kebersihan
"Mohon penanganan banjir di sekitar puskesmas, air setinggi 10 cm sejak sejak hujan deras.",Banjir
Pengurusan KTP di mal pelayanan publik tertunda sehingga informasi tidak jelas.,Administrasi
parkir liar terjadi di depan sekolah dan membuat warga merasa tidak aman.,Keamanan
"Mohon penanganan banjir di RW 05, air setinggi 50 cm sejak 2 hari.",Banjir
"Saat hujan deras, jalan utama tergenang hingga 50 cm karena sungai meluap.",Banjir
Mohon petugas menangani sampah di dekat balai warga karena mengundang lalat.,Kebersihan
"Kondisi TPS di komplek perumahan berbau, menimbulkan bau menyengat.",Kebersihan
marka jalan di jalan menuju halte berlubang dan membahayakan pengendara.,Infrastruktur
"Mohon penanganan banjir di RW 05, air setinggi 50 cm sejak sejak pagi.",Banjir
Warga melaporkan pencurian di depan sekolah yang membahayakan pengguna jalan.,Keamanan
Warga melaporkan begal di RW 05 yang membahayakan pengguna jalan.,Keamanan
"Sudah beberapa hari jalan lingkungan di perempatan rusak, membahayakan pengendara.",Infrastruktur
Mohon petugas menangani sampah di RW 05 karena mengganggu aktivitas masyarakat.,Kebersihan
Drainase di dekat pasar bermasalah sehingga terjadi banjir 3 jam.,Banjir
parkir liar terjadi di jalan utama dan membuat rawan tindakan kriminal.,Keamanan
"Kondisi tumpukan sampah di dekat pasar tidak terangkut, menimbulkan bau menyengat.",Kebersihan
"Saat hujan deras, sekitar puskesmas tergenang hingga 20 cm karena gorong-gorong tersumbat.",Banjir
"Mohon penanganan banjir di jalan utama, air setinggi 40 cm sejak 3 jam.",Banjir
"Mohon perbaikan jalan yang retak dan tidak rata di dekat pasar, karena menyebabkan kemacetan.",Infrastruktur
"Mohon penanganan banjir di sekitar puskesmas, air setinggi 30 cm sejak 1 jam.",Banjir
"Kondisi tumpukan sampah di dekat balai warga tidak terangkut, menimbulkan bau menyengat.",Kebersihan
jembatan di dekat pasar rusak parah dan membahayakan pengendara.,Infrastruktur
"Air meluap di RW 05 karena hujan deras, kondisi berlangsung 1 jam.",Banjir
"Air meluap di sekitar puskesmas karena drainase tersumbat, kondisi berlangsung 3 jam.",Banjir
lampu jalan di gang kecil rusak parah dan membahayakan pengendara.,Infrastruktur
jalan lingkungan di RW 05 tertutup material dan berpotensi menyebabkan kecelakaan.,Infrastruktur
"Saat hujan deras, dekat pasar tergenang hingga 30 cm karena drainase tersumbat.",Banjir
parkir liar terjadi di RW 03 dan membuat warga merasa tidak aman.,Keamanan
"Sering terjadi keributan di perempatan pada dini hari, mohon patroli.",Keamanan
"Antrian layanan surat domisili di kelurahan terlalu lama, informasi tidak jelas.",Administrasi
"Sering terjadi keributan di depan sekolah pada akhir pekan, mohon patroli.",Keamanan
sampah tidak terangkut di RW 03 dan mengundang lalat.,Kebersihan
sampah kotor di dekat balai warga dan menimbulkan bau menyengat.,Kebersihan
balap liar terjadi di depan sekolah dan membuat mengganggu ketertiban.,Keamanan
Drainase di jalan utama bermasalah sehingga terjadi banjir 3 jam.,Banjir
Jalan berlubang di jalan utama sehingga mengganggu aktivitas warga.,Infrastruktur
Warga mengeluhkan layanan akta kelahiran di kantor kecamatan karena waktu tunggu terlalu lama.,Administrasi
Warga melaporkan balap liar di area parkir yang membahayakan pengguna jalan.,Keamanan
"Air meluap di jalan utama karena gorong-gorong tersumbat, kondisi berlangsung 3 jam.",Banjir
"Saat hujan deras, RW 05 tergenang hingga 30 cm karena selokan penuh sampah.",Banjir
"Mohon penanganan banjir di RW 05, air setinggi 40 cm sejak sejak pagi.",Banjir
"Air meluap di perempatan karena hujan deras, kondisi berlangsung 2 hari.",Banjir
Warga mengeluhkan trotoar ambrol di depan sekolah. Kondisi ini membahayakan pengendara.,Infrastruktur
"Mohon perbaikan marka jalan yang tertutup material di RW 05, karena menyebabkan kemacetan.",Infrastruktur
"Sering terjadi pencurian di dekat pasar pada dini hari, mohon patroli.",Keamanan
Drainase di RW 05 bermasalah sehingga terjadi banjir 3 jam.,Banjir
"Mohon penanganan banjir di RW 05, air setinggi 40 cm sejak 2 hari.",Banjir
"Antrian layanan akta kelahiran di kelurahan terlalu lama, pelayanan menjadi terhambat.",Administrasi
Proses akta kelahiran di kantor kecamatan tertunda. Mohon perbaikan pelayanan.,Administrasi
vandalisme terjadi di perempatan dan membuat warga merasa tidak aman.,Keamanan
Warga mengeluhkan layanan akta kelahiran di kantor desa karena warga harus bolak-balik.,Administrasi
Banjir terjadi di komplek perumahan akibat hujan deras. Genangan mencapai 40 cm.,Banjir
"Antrian layanan KTP di kantor desa tertunda, pelayanan menjadi terhambat.",Administrasi
Mohon peningkatan keamanan di depan sekolah karena terjadi vandalisme.,Keamanan
Mohon petugas menangani pengangkutan sampah di dekat balai warga karena mengundang lalat.,Kebersihan
Warga mengeluhkan layanan surat pindah di kantor desa karena pelayanan menjadi terhambat.,Administrasi
"Antrian layanan KK di kantor kecamatan tidak jelas, pengajuan tertunda.",Administrasi
Jalan ambrol di RW 03 sehingga mengganggu aktivitas warga.,Infrastruktur
Banjir terjadi di jalan utama akibat hujan deras. Genangan mencapai 30 cm.,Banjir
Warga mengeluhkan lampu jalan retak dan tidak rata di depan sekolah. Kondisi ini menyebabkan kemacetan.,Infrastruktur
jembatan di RW 05 berlubang dan mengganggu aktivitas warga.,Infrastruktur
"Antrian layanan surat pindah di kantor desa terlalu lama, informasi tidak jelas.",Administrasi
"Air meluap di RW 03 karena hujan deras, kondisi berlangsung sejak hujan deras.",Banjir
"Sistem layanan loket pelayanan untuk KK lambat, sehingga informasi tidak jelas.",Administrasi
"Warga melaporkan masalah kebersihan di komplek perumahan, mengganggu warga.",Kebersihan
"Antrian layanan surat domisili di loket pelayanan terlalu lama, warga harus bolak-balik.",Administrasi
Jalan retak dan tidak rata di RW 05 sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
"Sistem layanan kantor desa untuk KK tidak jelas, sehingga warga harus bolak-balik.",Administrasi
"Sistem layanan mal pelayanan publik untuk KTP tidak jelas, sehingga pengajuan tertunda.",Administrasi
"Sudah beberapa hari jalan di jalan utama berlubang, berpotensi menyebabkan kecelakaan.",Infrastruktur
Banjir terjadi di perempatan akibat hujan deras. Genangan mencapai 50 cm.,Banjir
Jalan tertutup material di depan sekolah sehingga membuat warga kesulitan lewat.,Infrastruktur
"Sering terjadi begal di depan sekolah pada akhir pekan, mohon patroli.",Keamanan
"Saat hujan deras, komplek perumahan tergenang hingga 50 cm karena gorong-gorong tersumbat.",Banjir
Drainase di sekitar puskesmas bermasalah sehingga terjadi banjir 2 hari.,Banjir
Warga mengeluhkan layanan akta kelahiran di loket pelayanan karena pengajuan tertunda.,Administrasi
"Mohon perbaikan trotoar yang ambrol di depan sekolah, karena menyebabkan kemacetan.",Infrastruktur
Warga mengeluhkan jembatan berlubang di jalan utama. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
Pengangkutan sampah di komplek perumahan tidak terangkut sehingga mengganggu warga.,Kebersihan
Mohon petugas menangani TPS di RW 05 karena mengganggu warga.,Kebersihan
Mohon petugas menangani selokan di sekitar puskesmas karena mengganggu aktivitas masyarakat.,Kebersihan
Mohon petugas menangani selokan di komplek perumahan karena membuat lingkungan tidak nyaman.,Kebersihan
Mohon peningkatan keamanan di jalan utama karena terjadi parkir liar.,Keamanan
pencurian terjadi di dekat pasar dan membuat membahayakan pengguna jalan.,Keamanan
"Warga melaporkan masalah kebersihan di depan sekolah, mengganggu aktivitas masyarakat.",Kebersihan
"Mohon penanganan banjir di perempatan, air setinggi 40 cm sejak 2 hari.",Banjir
vandalisme terjadi di RW 03 dan membuat mengganggu ketertiban.,Keamanan
"Saat hujan deras, RW 05 tergenang hingga 50 cm karena drainase tersumbat.",Banjir
Jalan ambrol di RW 03 sehingga membahayakan pengendara.,Infrastruktur
"Area dekat pasar rawan begal, terutama sore hari.",Keamanan
"Kondisi selokan di depan sekolah tidak terangkut, mengundang lalat.",Kebersihan
Jalan rusak parah di RW 05 sehingga membahayakan pengendara.,Infrastruktur
"Sering terjadi begal di RW 03 pada malam hari, mohon patroli.",Keamanan
parkir liar terjadi di jalan utama dan membuat membahayakan pengguna jalan.,Keamanan
lampu jalan di gang kecil tertutup material dan membahayakan pengendara.,Infrastruktur
Mohon petugas menangani TPS di dekat pasar karena mengganggu aktivitas masyarakat.,Kebersihan
"Mohon penanganan banjir di RW 05, air setinggi 10 cm sejak 3 jam.",Banjir
Pengurusan akta kelahiran di loket pelayanan tidak jelas sehingga warga harus bolak-balik.,Administrasi
